shock_id,date,end_date,level,county,policy_name,policy_type,description,enforcement_channel,behavioral_channel,severity,source,notes,shock_year,disruption_county,disruption_year,disruption_score,disruption_classification,disruption_direction
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,Alameda County,2018,0.466947732621095,moderate_disruption,progressive
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,Orange County,2018,0.3461283728672193,moderate_disruption,traditional
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,Sacramento County,2018,0.2875,moderate_disruption,neutral
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,San Luis Obispo County,2018,0.2760082155965601,moderate_disruption,neutral
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,San Mateo County,2018,0.4718996974643357,moderate_disruption,progressive
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,Stanislaus County,2018,0.5333333333333333,significant_disruption,progressive
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,Tulare County,2018,0.389999999676305,moderate_disruption,traditional
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,Ventura County,2018,0.1761377929922776,minor_disruption,progressive
sb_620_firearm_enhancement_discretion,2018-01-01,,statewide,All,SB 620 (Firearm Enhancement Discretion),legislation,"Gave judges discretion to strike previously mandatory firearm enhancements under PC 12022.5 and 12022.53, which added 3-25 years to sentences",enhancements,public_safety_perception,significant,"Cal. Penal Code §§ 12022.5, 12022.53; SB 620 (2017)",,2018,Yolo County,2018,0.2967197745424806,moderate_disruption,traditional
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Los Angeles County,2019,0.2742257025318352,moderate_disruption,neutral
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Alameda County,2019,0.1768129391932586,minor_disruption,progressive
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Contra Costa County,2019,0.2213149241742972,minor_disruption,neutral
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Marin County,2019,0.1111084516543346,minor_disruption,neutral
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Merced County,2019,0.3278277554120692,moderate_disruption,progressive
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Monterey County,2019,0.3579999998427446,moderate_disruption,traditional
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Orange County,2019,0.1728837781484349,minor_disruption,progressive
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Placer County,2019,0.0,stable,neutral
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Sacramento County,2019,0.3688277554120692,moderate_disruption,traditional
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,San Luis Obispo County,2019,0.184180656365655,minor_disruption,neutral
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,San Mateo County,2019,0.1549434153073796,minor_disruption,traditional
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Santa Barbara County,2019,0.4674999999991504,moderate_disruption,traditional
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Santa Clara County,2019,0.2666666666666666,moderate_disruption,neutral
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Sonoma County,2019,0.0,stable,neutral
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Stanislaus County,2019,0.3095456948702045,moderate_disruption,neutral
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Ventura County,2019,0.2328813808345857,minor_disruption,traditional
sb_1437_felony_murder,2019-01-01,,statewide,All,SB 1437 (Felony Murder Reform),legislation,"Limited felony murder liability to actual killers, those with intent to kill, or major participants acting with reckless indifference; created resentencing petition process (PC 1172.6)",charging,public_safety_perception,significant,"Cal. Penal Code §§ 188, 189, 1172.6; SB 1437 (2018)",,2019,Yuba County,2019,0.15,minor_disruption,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Los Angeles County,2019,0.2742257025318352,moderate_disruption,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Alameda County,2019,0.1768129391932586,minor_disruption,progressive
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Contra Costa County,2019,0.2213149241742972,minor_disruption,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Marin County,2019,0.1111084516543346,minor_disruption,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Merced County,2019,0.3278277554120692,moderate_disruption,progressive
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Monterey County,2019,0.3579999998427446,moderate_disruption,traditional
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Orange County,2019,0.1728837781484349,minor_disruption,progressive
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Placer County,2019,0.0,stable,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Sacramento County,2019,0.3688277554120692,moderate_disruption,traditional
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,San Luis Obispo County,2019,0.184180656365655,minor_disruption,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,San Mateo County,2019,0.1549434153073796,minor_disruption,traditional
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Santa Barbara County,2019,0.4674999999991504,moderate_disruption,traditional
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Santa Clara County,2019,0.2666666666666666,moderate_disruption,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Sonoma County,2019,0.0,stable,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Stanislaus County,2019,0.3095456948702045,moderate_disruption,neutral
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Ventura County,2019,0.2328813808345857,minor_disruption,traditional
sb_1393_enhancement_discretion,2019-01-01,,statewide,All,SB 1393 (Prior Serious Felony Enhancement Discretion),legislation,Gave judges discretion to strike the mandatory 5-year prior serious felony enhancement under PC 667(a); previously this enhancement was mandatory,enhancements,public_safety_perception,moderate,"Cal. Penal Code §§ 667, 1385; SB 1393 (2018)",,2019,Yuba County,2019,0.15,minor_disruption,neutral
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Los Angeles County,2019,0.2742257025318352,moderate_disruption,neutral
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Alameda County,2019,0.1768129391932586,minor_disruption,progressive
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Contra Costa County,2019,0.2213149241742972,minor_disruption,neutral
