filename,county,relevant_date,date,year,document_type_clean,primary_topic_clean,secondary_topics_clean,ideology,is_progressive,is_traditional,ideology_score,ideological_orientation_clean,confidence_level_clean,progressive_indicators_clean,traditional_indicators_clean,extensive_margin_impact_clean,extensive_margin_direction_clean,extensive_lenient,extensive_punitive,intensive_margin_impact_clean,intensive_margin_direction_clean,intensive_lenient,intensive_punitive,supports_diversion_clean,supports_alternatives_clean,position_on_enhancements_clean,position_on_three_strikes_clean,position_on_bail_clean,position_on_juvenile_transfer_clean,racial_justice_emphasis_clean,da_administration_clean,office_wide_policy_clean,policy_change_clean,mandates_vs_guidance_clean,summary,key_quotes
2021.04.27_LA County_General Office Memorandum 21-044.pdf,Los Angeles County,04/27/2021,2021-04-27,2021.0,general_memo,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,no,unclear,suggestion,"This document is a routine administrative memorandum announcing optional Lexis legal research training sessions for deputy district attorneys and paralegals in May 2021. The memo provides scheduling details and course descriptions for six different training sessions covering topics like advanced search features, jury instructions, and public records research. The document contains no substantive prosecutorial policy content and serves purely as an informational announcement about professional development opportunities.","[{'quote': 'Although attendance is not mandatory, you are strongly encouraged to attend any of the sessions that may be of interest to you.', 'relevance': 'Shows the voluntary nature of the training, indicating this is administrative guidance rather than policy directive', 'margin_type': 'not_applicable'}, {'quote': 'Each session is approximately 20 minutes long.', 'relevance': 'Demonstrates the purely logistical and administrative nature of the communication', 'margin_type': 'not_applicable'}]"
2021.04.29_LA County_Special Directive 21-02.pdf,Los Angeles County,04/29/2021,2021-04-29,2021.0,diversion_protocol,diversion,"['administrative', 'case_guidance']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['Presumption in favor of mental health diversion when requirements are met', 'Requirement that deputies must articulate specific public safety concerns to oppose diversion', 'Expansion of Office of Diversion & Reentry Courts protocols', 'Emphasis on alternatives to traditional prosecution', 'Streamlined processes to facilitate diversion']","['Retention of public safety considerations', ""Reference to obligations under Marsy's law (victim rights)""]",high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,George Gascón,yes,modification,mandatory,"This directive revises protocols for mental health diversion and Office of Diversion & Reentry operations, establishing a clear presumption in favor of diversion when statutory requirements are met and no specific public safety concerns exist. The policy decentralizes decision-making for misdemeanor cases while creating review mechanisms for felony cases that favor diversion outcomes. The directive reflects a progressive approach that prioritizes mental health treatment and alternatives to prosecution over traditional punitive responses, while maintaining some consideration for public safety and victim rights.","[{'quote': 'If the statutory requirements to PC §1001.36 have been established and the deputy cannot articulate specific public safety concerns, the deputy will submit or join in the defense motion.', 'margin_type': 'extensive', 'significance': 'Creates presumption in favor of diversion'}, {'quote': 'MHD will no longer handle misdemeanor mental health diversion motions. All misdemeanor motions made in a Branch and Area Office will be handled by the supervising Head Deputy, or her/his designee, and the decision will be final.', 'margin_type': 'extensive', 'significance': 'Decentralizes and streamlines diversion decisions'}, {'quote': 'If the Head Deputy/designee does not agree with an ODR resolution because of a specific public safety concern, then the MHD Head Deputy/designee will be consulted and review the case.', 'margin_type': 'extensive', 'significance': 'Requires specific justification to oppose diversion programs'}]"
2021.04.29_LA County_Special Directive-Mental Health Division's Revised Protocols.pdf,Los Angeles County,04/29/2021,2021-04-29,2021.0,diversion_protocol,diversion,"['administrative', 'case_guidance']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['Presumption in favor of mental health diversion when statutory requirements met', 'Requirement that deputies cannot oppose without articulating specific public safety concerns', 'Streamlined approval process for diversion programs', 'Focus on alternatives to traditional prosecution through Office of Diversion and Reentry Courts']","['Retention of public safety exception', ""Reference to obligations under Marsy's law (victim rights)""]",high_impact,more_lenient,1,0,low_impact,not_applicable,0,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,George Gascón,yes,modification,mandatory,"This directive revises protocols for mental health diversion decisions, creating a strong presumption in favor of diversion when statutory requirements are met and no specific public safety concerns exist. The policy decentralizes misdemeanor diversion decisions while maintaining Mental Health Division oversight for contested felony cases. The directive reflects a progressive approach that prioritizes treatment and alternatives to prosecution for individuals with mental health issues, while maintaining consideration for public safety and victim rights.","[{'quote': 'If the statutory requirements to PC §1001.36 have been established and the deputy cannot articulate specific public safety concerns, the deputy will submit or join in the defense motion.', 'margin_type': 'extensive_margin', 'significance': 'Creates presumption favoring diversion'}, {'quote': 'MHD will no longer handle misdemeanor mental health diversion motions. All misdemeanor motions made in a Branch and Area Office will be handled by the supervising Head Deputy, or her/his designee, and the decision will be final.', 'margin_type': 'extensive_margin', 'significance': 'Decentralizes and streamlines diversion decisions'}, {'quote': ""When evaluating a defense motion for pre-trial mental health diversion, deputies must familiarize themselves with the statutory requirements enumerated in PC §1001.36, as well as our obligations pursuant to Marsy's law."", 'margin_type': 'extensive_margin', 'significance': 'Balances progressive diversion policy with victim rights considerations'}]"
2021.05.13_LA County_Thursday Seminar-DDA Matthew Rudes Flyer.pdf,Los Angeles County,05/13/2021,2021-05-13,2021.0,training_material,administrative,"['racial_justice', 'case_law_update']",leans_progressive,1,0,1.0,leans_progressive,medium,"['implicit bias training', 'disability awareness and accommodation', 'elimination of bias MCLE requirement']","['professional responsibility focus', 'ethics training']",low_impact,not_applicable,0,0,low_impact,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,moderate,not_mentioned,yes,continuation,mandatory,"This document announces an office-wide training seminar for the Los Angeles County District Attorney's Office focusing on disability awareness and professional responsibility. The seminar features a severely disabled prosecutor sharing his experiences with bias and discrimination, along with training on professional conduct and social media usage. The emphasis on bias elimination training and disability inclusion suggests progressive values around diversity and systemic bias awareness, though the document is primarily administrative rather than policy-focused.","[{'quote': 'This seminar will provide some insight with the firsthand perspective of DDA Mathew Rudes as he chronicles how his multiple, severe disabilities challenge every facet of life', 'margin_type': 'not_applicable', 'significance': 'Shows office commitment to disability awareness and inclusion'}, {'quote': 'He will also explore common assumptions, unconscious biases, and instances of discrimination he has faced, and how they can be avoided going forward', 'margin_type': 'not_applicable', 'significance': 'Demonstrates focus on bias elimination and discrimination prevention'}, {'quote': 'MCLE: 2 Hours MCLE (1 hour – Elimination of Bias; 1 hour – Ethics)', 'margin_type': 'not_applicable', 'significance': 'Indicates mandatory bias training as part of continuing education requirements'}]"
2021.06.17_LA County_Thursday Training-Understanding Trauma.pdf,Los Angeles County,06/17/2021,2021-06-17,2021.0,training_material,victim_services,"['administrative', 'case_law_update']",leans_progressive,1,0,1.0,leans_progressive,medium,"['Partnership with Prosecutors Alliance of California (reform-oriented organization)', 'Emphasis on trauma-informed approaches', ""Focus on 'healing and recovery' rather than just punishment"", ""Mention of 'justice options' suggesting alternatives"", ""Training on 'Impacts of Misdemeanor Declinations'"", 'LGBTQ Survivor Awareness training']","['Strong focus on victim services and support', 'Working within prosecutorial framework rather than abandoning it']",low_impact,neutral,0,0,moderate_impact,more_lenient,1,0,unclear,unclear,not_addressed,not_addressed,not_addressed,not_addressed,low,not_mentioned,yes,unclear,informational,"This document announces a trauma-informed training series for prosecutors in partnership with the reform-oriented Prosecutors Alliance of California. The training emphasizes understanding trauma's impact on survivors and implementing therapeutic approaches that prioritize healing and recovery over traditional punitive measures. While primarily focused on victim services, the document suggests a progressive prosecutorial philosophy that considers alternative justice options and modern, community-focused solutions to criminal justice issues.","[{'quote': 'The Prosecutors Alliance of California (PAC) is a first-of-its-kind law enforcement association. It supports California prosecutors committed to reforming our criminal justice system through smart, safe, modern solutions that advance not just public safety but community well-being.', 'margin_type': 'extensive_margin', 'relevance': 'Shows alignment with reform-oriented prosecutorial philosophy'}, {'quote': 'This course will provide a broad overview of the biological, emotional and social impact of trauma on crime survivors and provide an understanding of trauma responsive strategies to promote healing and recovery.', 'margin_type': 'intensive_margin', 'relevance': 'Emphasizes therapeutic rather than purely punitive approach'}, {'quote': 'This session will provide support for implementing trauma informed practices in working with crime survivors including effective communication skills, assisting survivors in the prosecutorial process and justice options for crime survivors.', 'margin_type': 'intensive_margin', 'relevance': ""References 'justice options' suggesting alternatives to traditional prosecution""}]"
2021.06.24_LA County_Thursday Seminar-Alternative Sentencing Flyer.pdf,Los Angeles County,06/24/2021,2021-06-24,2021.0,training_material,diversion,"['alternatives_to_incarceration', 'mental_health', 'substance_abuse', 'sentencing']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['Multiple diversion programs (Mental Health Diversion, ODR)', 'Alternative sentencing courts for vulnerable populations', 'Treatment-focused approaches for substance use and mental health', 'Specialized courts for women, veterans, and co-occurring disorders', 'Emphasis on rehabilitation over punishment']",['Consequences mentioned for program failure'],high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,continuation,informational,"This training document outlines comprehensive diversion and alternative sentencing options for individuals with mental health and substance use disorders in Los Angeles County. The seminar covers multiple specialty courts and diversion programs designed to redirect cases away from traditional prosecution and toward treatment-based solutions. The document reflects a clearly progressive prosecutorial approach that prioritizes rehabilitation and addresses the intersection of mental health, substance abuse, and criminal justice involvement through therapeutic rather than punitive interventions.","[{'quote': 'What is available for individuals suffering from substance use disorders and mental health issues who are charged with a crime?', 'margin_type': 'extensive_margin', 'significance': 'Frames the approach as seeking alternatives for vulnerable populations rather than standard prosecution'}, {'quote': 'This presentation will explain the logistics of the ODR court, Mental Health Diversion and Department of State Hospital sponsored Diversion', 'margin_type': 'extensive_margin', 'significance': 'Demonstrates multiple pathways to divert cases away from traditional prosecution'}, {'quote': 'It will explain what happens when someone is sent to a treatment program, and the possible outcomes of successful or unsuccessful completion', 'margin_type': 'intensive_margin', 'significance': 'Shows focus on treatment-based outcomes rather than traditional sentencing'}]"
2021.06.29_LA County_General Office Memorandum 21-063.pdf,Los Angeles County,06/29/2021,2021-06-29,2021.0,general_memo,administrative,['training_material'],unclear,0,0,,unclear,high,[],[],not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,clearly_new_policy,mandatory,"This document is a purely administrative memorandum announcing the mandatory transition from the Learning Net to Learning Link learning management system for all Los Angeles County District Attorney personnel, effective July 1, 2021. The memo provides technical details about the transition, including login procedures, browser requirements, and contact information for support. It contains no substantive prosecutorial policy content and serves only as an informational and procedural communication about IT system changes and training requirements.","[{'quote': 'On Thursday, July 1, 2021, all County Departments will be transitioning from the Learning Net to the Learning Link.', 'relevance': 'Demonstrates mandatory nature of administrative change', 'margin_type': 'not_applicable'}, {'quote': 'Training courses not completed by this date will have to be restarted in Learning Link—no exceptions will be made.', 'relevance': 'Shows strict administrative enforcement of transition timeline', 'margin_type': 'not_applicable'}, {'quote': 'The Learning Link will be more user-friendly, increase the ease of identifying and selecting training courses, improve course tracking and training compliance, enhance work performance through improved training engagement', 'relevance': 'Explains administrative rationale for system change', 'margin_type': 'not_applicable'}]"
2021.06.29_LA County_General Office Memorandum 21-064.pdf,Los Angeles County,06/29/2021,2021-06-29,2021.0,general_memo,administrative,"['victim_services', 'case_law_update']",leans_progressive,1,0,1.0,leans_progressive,medium,"['victim-centered approach for trafficking survivors', 'post-conviction relief mechanisms', 'centralized process to facilitate vacatur petitions', ""recognition of trafficking victims' circumstances""]","['limited to non-violent offenses only', 'procedural focus rather than expansive relief']",moderate_impact,more_lenient,1,0,high_impact,more_lenient,1,0,not_addressed,unclear,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,modification,mandatory,"This administrative memo establishes a new centralized process for handling Penal Code Section 236.14 vacatur petitions filed by human trafficking victims seeking to clear non-violent criminal convictions. The policy centralizes review in the Resentencing Unit to handle the county-wide impact of these petitions more efficiently. While primarily procedural, the memo reflects a victim-centered approach that facilitates post-conviction relief for trafficking survivors. The centralization suggests the office is streamlining rather than creating barriers to this form of criminal record relief.","[{'quote': 'These petitions are filed by individuals who claim that they committed a non-violent crime as a direct result of being a victim of human trafficking.', 'margin_type': 'intensive_margin', 'relevance': 'Establishes the victim-centered framework for post-conviction relief'}, {'quote': ""Since a trafficked person may petition to vacate any non-violent offense, these petitions often impact the entire Los Angeles County District Attorney's Office and may involve multiple criminal matters throughout the County."", 'margin_type': 'intensive_margin', 'relevance': 'Shows the broad scope of relief available to trafficking victims'}, {'quote': 'reviewing and handling these petitions has now been centralized', 'margin_type': 'administrative', 'relevance': 'Indicates systematic approach to facilitate rather than obstruct the vacatur process'}]"
2021.07.14_LA County_Press Release on Immigration Consultant Scam.pdf,Los Angeles County,07/14/2021,2021-07-14,2021.0,other,other,"['victim_services', 'administrative']",leans_progressive,1,0,1.0,leans_progressive,medium,"['community outreach to vulnerable populations', 'multilingual accessibility', 'crime prevention focus', 'immigrant community protection', 'personal narrative emphasizing immigrant experience']","['emphasis on stopping crimes', 'fraud prosecution']",moderate_impact,more_lenient,1,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,moderate,George Gascón,yes,clearly_new_policy,informational,"This press release announces DA Gascón's first public service announcement warning about immigration consultant scams targeting vulnerable immigrant communities. The document emphasizes crime prevention through education and community outreach, with materials provided in both English and Spanish across multiple media formats. While primarily administrative in nature, it reflects a community-oriented approach that prioritizes protecting vulnerable populations through proactive measures rather than solely reactive prosecution.","[{'quote': 'Immigrants play a profound role in shaping the character of life in Los Angeles County. As someone who came to this country at age 13, I know the vulnerabilities of our newest residents, particularly those who do not speak English.', 'margin_type': 'extensive_margin', 'significance': 'Shows personal connection to immigrant experience and recognition of community vulnerabilities'}, {'quote': 'I am committed to stopping crimes that target our immigrant communities by making sure that all residents of Los Angeles County have the information they need to recognize and avoid deceptive and illegal practices before they become crime victims.', 'margin_type': 'extensive_margin', 'significance': 'Emphasizes prevention and protection approach rather than purely punitive response'}, {'quote': 'These kinds of financial crimes carry even more devastating consequences in some communities. They not only cheat unassuming immigrants of their hard-earned cash but also endanger their immigration status by promising legal services that are not delivered.', 'margin_type': 'extensive_margin', 'significance': 'Demonstrates understanding of unique vulnerabilities and compound harms faced by immigrant communities'}]"
2021.07.15_LA County_Thursday Training-Application of Trauma-Informed Approaches to Working with Crime Survivors.pdf,Los Angeles County,07/15/2021,2021-07-15,2021.0,training_material,victim_services,"['administrative', 'case_law_update']",leans_progressive,1,0,1.0,leans_progressive,medium,"['trauma-informed approaches', 'LGBTQ survivor awareness training', 'secondary trauma and self-care focus', 'affiliation with Prosecutors Alliance of California', 'emphasis on survivor-centered justice options']","['victim-centered approach', 'focus on prosecutorial process']",low_impact,neutral,0,0,moderate_impact,more_lenient,1,0,unclear,unclear,not_addressed,not_addressed,not_addressed,not_addressed,low,not_mentioned,yes,unclear,informational,"This document announces a training session on trauma-informed approaches to working with crime survivors, part of LA County's monthly prosecutor training series. The training emphasizes understanding trauma impacts and implementing trauma-informed practices in victim services, including communication skills and justice options for survivors. The affiliation with the Prosecutors Alliance of California and focus on progressive victim services approaches suggests a moderately progressive orientation, though the document primarily addresses victim services rather than broader prosecutorial reform policies.","[{'quote': 'Application of Trauma Informed Approaches to Working with Crime Survivors - This session will provide a brief review of trauma impacts on crime survivors. It will also offer support for implementing trauma informed practices in working with crime survivors including effective communication skills, assisting survivors in the prosecutorial process and justice options for crime survivors.', 'margin_type': 'intensive_margin', 'relevance': 'Shows emphasis on trauma-informed practices that could affect case handling'}, {'quote': 'Upcoming Training Topics: Understanding Secondary Trauma: Self-Care for Prosecutors and Victim Advocates, LGBTQ Survivor Awareness, Impacts of Misdemeanor Declinations', 'margin_type': 'extensive_margin', 'relevance': 'Indicates attention to both progressive victim services and charging decisions'}, {'quote': 'Dr. Castro Rodriguez is the Director of the Survivor Policy, Training and Resource Center for the Prosecutors Alliance of California', 'margin_type': 'not_applicable', 'relevance': 'Shows affiliation with progressive prosecutorial organization'}]"
2021.08.19_LA County_Thursday Seminar-Civil Proceedingsin Criminal Court Flyer.pdf,Los Angeles County,08/19/2021,2021-08-19,2021.0,training_material,case_law_update,"['administrative', 'victim_services']",neutral,0,0,0.0,neutral,medium,"['Focus on mental health treatment through CONREP program', 'Emphasis on proper legal procedures and defendant rights']","['Training restricted to prosecutors and law enforcement only', 'Focus on maintaining confinement standards']",not_applicable,not_applicable,0,0,low_impact,neutral,0,0,not_addressed,unclear,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,unclear,informational,"This document is a training seminar flyer for Los Angeles County prosecutors focusing on the technical legal procedures for handling Not Guilty by Reason of Insanity (NGI) cases and restoration of sanity proceedings under Penal Code §1026.2. The training covers burden of proof standards, jury instructions, expert testimony, and the role of mental health treatment programs like CONREP. While the document emphasizes proper legal procedures and defendant rights, it maintains a traditional prosecutorial approach by restricting attendance to law enforcement personnel only. The content is primarily educational and procedural rather than advocating for specific policy reforms.","[{'quote': 'This seminar is open to prosecutors, paralegals, and peace officers only. Retired prosecutors and peace officers may attend. Individuals who represent criminal defendants or represent plaintiffs suing law enforcement may not attend.', 'relevance': 'Illustrates traditional prosecutorial approach by restricting training to law enforcement side only', 'margin_type': 'administrative'}, {'quote': 'Dr. Nicole Paglione, Clinical Director with Gateways Conditional Release Program (CONREP), will speak about their basis for a restoration opinion in PC §1026.2 reports to the court, CONREP structure, and best practices for DDAs handling these matters.', 'relevance': 'Shows engagement with mental health treatment programs and clinical perspectives', 'margin_type': 'intensive'}, {'quote': ""He will also address the Defendant's rights, which must be personally waived, including a Lomboy advisement that the defendant could be kept in the state hospital or other treatment for the rest of his/her life, if found to still be dangerous."", 'relevance': 'Emphasizes proper procedural protections and defendant rights in NGI proceedings', 'margin_type': 'intensive'}]"
2021.08.19_LA County_Understanding Secondary Trauma Training.pdf,Los Angeles County,08/19/2021,2021-08-19,2021.0,training_material,victim_services,['administrative'],leans_progressive,1,0,1.0,leans_progressive,medium,"['Focus on attorney and advocate wellbeing', 'Recognition of trauma impacts on legal professionals', 'Emphasis on prevention and management strategies for secondary trauma', 'Holistic approach to victim services']","['Focus on victims of violent crime', 'Professional training context']",not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document is a training announcement for a workshop on secondary trauma for attorneys and advocates working with violence and trauma victims. The training focuses on recognizing signs and symptoms of secondary trauma and developing prevention and management strategies. While not directly addressing prosecutorial policies, it reflects attention to the wellbeing of legal professionals and a holistic approach to victim services work. The document is informational in nature and represents continuing education rather than policy guidance.","[""Working with people who have experienced violence and trauma can be hard professionally and personally. Continued exposure to details of tragedy and trauma can impact a person's physical and emotional wellbeing."", 'This workshop will provide an overview of secondary trauma exposures, as well as personal and workplace strategies for prevention and management.', ""Dr. Castro Rodriguez is the former the Chief of the Victim Services Division for the San Francisco District Attorney's Office where she oversaw the work with more than 9,000 victims of violent crime a year""]"
2021.09.03_LA County_Press Release on DA Lacey's Bill Helping Undocumented Victims of Juvenile Crime.pdf,Los Angeles County,09/03/2021,2021-09-03,2021.0,other,victim_services,"['juvenile', 'administrative']",mixed,0,0,0.0,mixed,medium,"['immigrant rights focus', 'victim-centered approach that considers vulnerable populations', 'addressing systemic barriers to justice access']","['emphasis on bringing offenders to justice', 'providing prosecutors with additional tools', 'victim cooperation to secure prosecutions']",moderate_impact,more_lenient,1,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,moderate,Jackie Lacey,yes,clearly_new_policy,informational,"This press release announces DA Jackie Lacey's sponsored legislation (AB 2321) that would allow prosecutors limited access to sealed juvenile records to help undocumented crime victims obtain U- or T-visas. The bill addresses a gap where victims of juvenile offenders couldn't access federal immigration relief due to confidential juvenile records. While the policy shows progressive concern for immigrant rights and vulnerable populations, it is framed primarily as a prosecutorial tool to encourage victim cooperation and bring more offenders to justice.","[{'quote': 'This bill gives undocumented crime victims access to the same immigration considerations as other crime victims throughout the United States, regardless of the age of their perpetrator', 'margin_type': 'extensive_margin', 'relevance': 'Shows focus on equity and removing barriers for vulnerable populations'}, {'quote': 'It also gives prosecutors another tool to use to encourage undocumented victims of juvenile crime to help us bring their offenders to justice', 'margin_type': 'extensive_margin', 'relevance': 'Reveals traditional prosecutorial goal of securing convictions through victim cooperation'}, {'quote': ""Her staff of nearly 1,000 attorneys, 300 investigators and 800 support staff members is dedicated to protecting our community through the fair and ethical pursuit of justice and the safeguarding of crime victims' rights"", 'margin_type': 'general', 'relevance': 'Standard prosecutorial mission statement emphasizing both fairness and victim protection'}]"
2021.09.13_LA County_Monday Seminar-Understanding and Dealing with Vicarious Trauma Flyer.pdf,Los Angeles County,09/13/2021,2021-09-13,2021.0,training_material,administrative,['victim_services'],leans_progressive,1,0,1.0,leans_progressive,low,"['focus on prosecutor wellbeing and mental health', 'recognition of secondary trauma effects', 'emphasis on compassion fatigue awareness']","['exclusion of defense attorneys and plaintiff attorneys from training', 'emphasis on successful prosecution of serious violent crimes in trainer biography']",not_applicable,not_applicable,0,0,not_applicable,not_applicable,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,unclear,informational,"This document announces a training seminar on vicarious trauma and compassion fatigue for Los Angeles County prosecutors, led by an experienced prosecutor specializing in domestic violence and sexual assault cases. The training aims to help prosecutors recognize and address secondary trauma effects from their work. While primarily administrative in nature, the focus on prosecutor mental health and wellbeing suggests a more holistic approach to prosecutor management, though it excludes defense attorneys and those who sue law enforcement from participation.","['This training seeks to bring awareness of the existence of vicarious trauma and compassion fatigue among prosecutors.', 'It will explore strategies available to combat its effects.', 'Individuals who represent criminal defendants or represent plaintiffs suing law enforcement may not attend.']"
2021.09.16_LA County_Effective Prosecutions and Public Safety Practices Training.pdf,Los Angeles County,09/16/2021,2021-09-16,2021.0,training_material,charging_decisions,"['research_findings', 'public_safety', 'case_law_update']",leans_progressive,1,0,1.0,leans_progressive,medium,"['focus on declination policies', 'research-based approach to prosecution', 'examination of alternatives to prosecution', 'emphasis on effective rather than maximum prosecution']","['public safety framing', 'partnership with prosecutor offices']",high_impact,more_lenient,1,0,not_applicable,not_applicable,0,0,unclear,unclear,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document announces a training session on misdemeanor declination policies and their impact on public safety, featuring research from NYU's Public Safety Lab. The training examines evidence on the effects of not prosecuting nonviolent misdemeanor charges, suggesting a data-driven approach to prosecutorial decision-making. The focus on 'effective prosecutions' rather than maximum enforcement indicates a reform-oriented perspective that considers alternatives to traditional prosecution. The training reflects an interest in evidence-based policies that balance public safety concerns with more selective prosecution practices.","[{'quote': ""Professor Harvey will provide an overview of her research team's recent study of the effects of not prosecuting nonviolent misdemeanor charges on defendants' subsequent criminal justice involvement"", 'margin_type': 'extensive', 'significance': 'Directly addresses declination policies and their outcomes'}, {'quote': 'Misdemeanor Declinations and Implications for Effective Prosecutions and Public Safety Practices', 'margin_type': 'extensive', 'significance': 'Frames the discussion around effectiveness rather than maximum enforcement'}, {'quote': 'The Public Safety Lab works with teams of social scientists and data scientists to support more effective and more equitable criminal justice practices', 'margin_type': 'extensive', 'significance': 'Emphasizes both effectiveness and equity in criminal justice approach'}]"
2021.09.23_LA County_Thursday Seminar-Trauma Informed Care Flyer.pdf,Los Angeles County,09/23/2021,2021-09-23,2021.0,training_material,administrative,['victim_services'],leans_progressive,1,0,1.0,leans_progressive,medium,"['trauma-informed care training', 'focus on staff wellness and preventing burnout', ""emphasis on understanding trauma's impact on brain functioning and trust"", 'adjusting processes to be more effective with trauma survivors']","['training restricted to prosecutors and law enforcement only', 'explicit exclusion of defense attorneys and civil rights lawyers']",low_impact,neutral,0,0,low_impact,neutral,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,unclear,informational,"This document announces a training seminar for Los Angeles County District Attorney staff focused on trauma-informed care and preventing burnout among criminal justice professionals. The training aims to help prosecutors better understand trauma's impact on witnesses and victims while also addressing staff wellness concerns like compassion fatigue. While the trauma-informed approach suggests some progressive orientation toward evidence-based practices, the training is exclusively for prosecution-side personnel, reflecting traditional adversarial boundaries. The document primarily serves administrative/educational purposes rather than establishing new prosecutorial policies.","[{'quote': 'Understanding the nature and impact of trauma is also important to district attorneys because witnesses and other individuals key to successful case prosecution are likely to have experienced trauma.', 'margin_type': 'neutral', 'significance': 'Shows focus on trauma-informed approaches for case effectiveness'}, {'quote': 'Understanding the effects of trauma and adjusting interviewing and other processes accordingly can support more effective interactions with key individuals in case development and prosecution.', 'margin_type': 'neutral', 'significance': 'Indicates willingness to modify prosecutorial processes based on trauma research'}, {'quote': 'Individuals who represent criminal defendants or represent plaintiffs suing law enforcement may not attend.', 'margin_type': 'neutral', 'significance': 'Demonstrates traditional prosecutorial boundaries and adversarial mindset'}]"
2021.09.28_LA County_Discovery Compliance System Alert.pdf,Los Angeles County,09/28/2021,2021-09-28,2021.0,general_memo,discovery,"['administrative', 'case_law_update']",neutral,0,0,0.0,neutral,high,"['emphasis on ensuring credible evidence before charging', 'systematic approach to identifying potentially problematic officer testimony']","['focus on prosecutorial efficiency and effectiveness', 'maintaining charging capabilities']",moderate_impact,neutral,0,0,low_impact,neutral,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,clearly_new_policy,mandatory,"This memo announces the implementation of a new Discovery Compliance System (DCS) tool within the Electronic Charge Evaluation Request (eCER) platform that automatically flags potential Brady/ORWITS issues with officer witnesses during the charging evaluation process. The system requires prosecutors to review officer credibility information before making filing decisions, with multiple checkpoints throughout the process. While this enhances discovery compliance and promotes more informed charging decisions, the memo frames this as an efficiency and effectiveness measure rather than a reform initiative.","[{'quote': 'Reviewing deputies thus have multiple opportunities during the filing process to identify and review any possible DCS information regarding involved officers in evaluating whether criminal charges against the identified suspect(s) are supported by sufficient credible, admissible evidence.', 'margin_type': 'extensive_margin', 'significance': 'Shows focus on ensuring credible evidence before charging decisions'}, {'quote': 'reviewing deputies shall click on the DCS button and view the list that identifies the possible matching officer', 'margin_type': 'extensive_margin', 'significance': 'Demonstrates mandatory nature of checking officer credibility information'}, {'quote': 'This gradual rollout provides the opportunity to make changes to the system that increase efficiency and effectiveness, and assure access to the information needed to make informed filing decisions.', 'margin_type': 'extensive_margin', 'significance': 'Emphasizes prosecutorial effectiveness and informed decision-making'}]"
